gene	disease
HFE	Microvascular complications of diabetes
HFE	Hereditary hemochromatosis
HGF	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
HGF	Nonsyndromic hearing loss and deafness
HGF	Hereditary hearing loss and deafness
HGSNAT	Sanfilippo syndrome
HJV	Juvenile hemochromatosis
HJV	Hereditary hemochromatosis
HK1	Charcot-Marie-Tooth disease type 4
HK1	Charcot-Marie-Tooth disease
HLA-DQB1	Genetic prion diseases
HLCS	Biotin-Responsive Multiple Carboxylase Deficiencies
HMCN1	Age-related macular degeneration
HMGCL	Disorder of organic acid metabolism
HMMR	Neoplasm of the breast
HNRNPDL	Limb-girdle muscular dystrophy
HNRNPDL	Limb-girdle muscular dystrophy
HNRNPDL	Limb-girdle muscular dystrophy autosomal dominant
HOGA1	Primary hyperoxaluria
HPS1	Hermansky-Pudlak syndrome
HPS3	Hermansky-Pudlak syndrome
HPS4	Hermansky-Pudlak syndrome
HPS5	Hermansky-Pudlak syndrome
HPS6	Hermansky-Pudlak syndrome
HR	Alopecia
HRAS	Neoplasm of the genitourinary tract
HRAS	Rasopathy
HSD17B4	Perrault syndrome
HSD17B4	Perrault syndrome
HSD3B2	Congenital adrenal hyperplasia
HSD3B2	Disorder of endocrine system
HSPB1	Charcot-Marie-Tooth disease, type 2
HSPB1	Distal hereditary motor neuronopathy
HSPB1	Charcot-Marie-Tooth disease
HSPB8	Charcot-Marie-Tooth disease
HSPB8	Distal hereditary motor neuronopathy
HSPB8	Charcot-Marie-Tooth disease, type 2
HTRA1	Age-related macular degeneration
HTRA2	Parkinson disease
HYDIN	Primary ciliary dyskinesia
HYMAI	Transitory neonatal diabetes mellitus
HYMAI	Neonatal diabetes mellitus
IDH1	Glioma
IDH1	Glioma
IDH3B	Retinitis pigmentosa
IDUA	Mucopolysaccharidosis type 1
IDUA	Mucopolysaccharidosis type 1
IDUA	Mucopolysaccharidosis type 1
IFITM5	Osteogenesis imperfecta
IFNG	Tuberous sclerosis syndrome
IFNL3	Hepatitis C virus infection, response to therapy of
IFNL3	Hepatitis C virus infection, response to therapy of
IFNL3	Hepatitis C virus infection, response to therapy of
IFT122	Cranioectodermal dysplasia
IFT43	Cranioectodermal dysplasia
IFT80	Jeune thoracic dystrophy
IGF2	Nephroblastoma
IGHMBP2	Distal hereditary motor neuronopathy
IGHMBP2	Charcot-Marie-Tooth disease
IL1RN	Microvascular complications of diabetes
IL2RG	Severe combined immunodeficiency disease
ILDR1	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
ILDR1	Nonsyndromic hearing loss and deafness
ILDR1	Hereditary hearing loss and deafness
IMPDH1	Retinitis pigmentosa
IMPDH1	Leber congenital amaurosis
IMPG2	Retinitis pigmentosa
INF2	Charcot-Marie-Tooth disease
INF2	Hereditary Nephrotic Syndromes, Autosomal Dominant
INF2	Hereditary nephrotic syndrome
INF2	Focal segmental glomerulosclerosis
INF2	Focal segmental glomerulosclerosis
INPP5E	Joubert syndrome
INS	Neonatal diabetes mellitus
INSR	Familial hyperinsulinism
INVS	Nephronophthisis
INVS	Nephronophthisis
IQCB1	Renal dysplasia and retinal aplasia
IRF1	Neoplasm of lung
IRF5	Systemic lupus erythematosus
IRF6	Orofacial cleft
ITGA7	Congenital muscular dystrophy
ITGB4	Junctional epidermolysis bullosa
ITGB4	Epidermolysis bullosa simplex
IVD	Disorder of organic acid metabolism
IYD	Congenital hypothyroidism
JAG1	Arteriohepatic dysplasia
JAGN1	Severe congenital neutropenia
JAK2	Familial erythrocytosis
JPH1	Charcot-Marie-Tooth disease, type 2
JPH1	Charcot-Marie-Tooth disease
JPH2	Cardiomyopathy
JPH2	Primary familial hypertrophic cardiomyopathy
JUP	Cardiomyopathy
JUP	Arrhythmogenic right ventricular cardiomyopathy
KARS1	Hereditary hearing loss and deafness
KARS1	Nonsyndromic hearing loss and deafness
KARS1	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
KBTBD13	Nemaline myopathy
KCNA1	Episodic ataxia
KCNA1	Episodic ataxia
KCNA5	Atrial fibrillation
KCNE1	Romano-Ward syndrome
KCNE1	Hereditary hearing loss and deafness
KCNE1	Hereditary hearing loss and deafness
KCNE1	Jervell and Lange-Nielsen syndrome 1
KCNE1	Jervell and Lange-Nielsen syndrome 1
KCNE2	Romano-Ward syndrome
KCNE2	Atrial fibrillation
KCNE3	Brugada syndrome
KCNH2	Romano-Ward syndrome
KCNH2	short QT syndrome
KCNJ1	Antenatal Bartter Syndrome
KCNJ1	Bartter syndrome
KCNJ10	Hereditary hearing loss and deafness
KCNJ10	Nonsyndromic hearing loss and deafness
KCNJ10	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
KCNJ11	Neonatal diabetes mellitus
KCNJ11	Neonatal diabetes mellitus
KCNJ11	Familial hyperinsulinism
KCNJ13	Leber congenital amaurosis
KCNJ2	short QT syndrome
KCNJ2	Atrial fibrillation
KCNJ5	Romano-Ward syndrome
KCNJ5	Familial hyperaldosteronism
KCNK3	Primary pulmonary hypertension
KCNQ1	Romano-Ward syndrome
KCNQ1	Romano-Ward syndrome
KCNQ1	short QT syndrome
KCNQ1	Atrial fibrillation
KCNQ1	Hereditary hearing loss and deafness
KCNQ1	Hereditary hearing loss and deafness
KCNQ1	Hereditary hearing loss and deafness
KCNQ2	Benign familial neonatal seizures
KCNQ3	Benign familial neonatal seizures
KCNQ4	Autosomal dominant non-syndromic sensorineural deafness type DFNA
KCNQ4	Nonsyndromic hearing loss and deafness
KCNQ4	Hereditary hearing loss and deafness
KIF1A	Hereditary sensory and autonomic neuropathy type II
KIF1A	Hereditary sensory and autonomic neuropathy type II
KIF1B	Charcot-Marie-Tooth disease, type 2
KIF1B	Charcot-Marie-Tooth disease, type 2A
KIF1B	Charcot-Marie-Tooth disease
KIF21A	Congenital fibrosis of the extraocular muscles
KIF7	Joubert syndrome
KISS1R	Precocious puberty
KIT	Neoplasm of the genitourinary tract
KIZ	Retinitis pigmentosa
KLF1	Congenital dyserythropoietic anemia
KLF6	Neoplasm of the genitourinary tract
KLHL3	Pseudohypoaldosteronism type 2A
KLHL40	Nemaline myopathy
KLHL7	Cold-induced sweating syndrome
KLHL7	Retinitis pigmentosa
KNL1	Primary autosomal recessive microcephaly
KRAS	Neoplasm of lung
KRAS	Autoimmune lymphoproliferative syndrome
KRAS	Noonan syndrome
KRAS	Neoplasm of the genitourinary tract
KRAS	Rasopathy
KRAS	Neoplasm of the breast
KRT12	Meesmann corneal dystrophy
KRT14	Epidermolysis bullosa simplex
KRT14	Epidermolysis bullosa simplex
KRT14	Epidermolysis bullosa simplex
KRT16	Pachyonychia congenita syndrome
KRT17	Pachyonychia congenita syndrome
KRT3	Meesmann corneal dystrophy
KRT5	Epidermolysis bullosa simplex
KRT5	Epidermolysis bullosa simplex
KRT5	Epidermolysis bullosa simplex
KRT5	Epidermolysis bullosa simplex
KRT6A	Pachyonychia congenita syndrome
KRT6B	Pachyonychia congenita syndrome
KRT74	Wooly hair
L1CAM	L1 syndrome
L1CAM	L1 syndrome
LAGE3	Galloway-Mowat syndrome
LAMA2	Laminin alpha 2-related dystrophy
LAMA2	Congenital muscular dystrophy
LAMA3	Junctional epidermolysis bullosa
LAMA3	Junctional epidermolysis bullosa
LAMA4	Familial dilated cardiomyopathy
LAMA4	Primary dilated cardiomyopathy
LAMA4	Cardiomyopathy
LAMB1	Malformation of cortical development
LAMB1	Lissencephaly
LAMB1	Lissencephaly
LAMB3	Junctional epidermolysis bullosa
LAMB3	Junctional epidermolysis bullosa
LAMC2	Junctional epidermolysis bullosa
LAMC2	Junctional epidermolysis bullosa
LARGE1	Congenital muscular dystrophy
LARGE1	alpha-Dystroglycan related dystrophy
LARS1	Infantile liver failure syndrome
LARS2	Perrault syndrome
LARS2	Perrault syndrome
LCA5	Leber congenital amaurosis
LDB3	Cardiomyopathy
LDB3	Cardiomyopathy
LDB3	Familial dilated cardiomyopathy
LDB3	Myofibrillar myopathy
LDHA	Glycogen storage disease
LDLR	Hyperlipoproteinemia
LDLR	Familial hypercholesterolemia
LDLRAP1	Familial hypercholesterolemia
LEP	Monogenic Non-Syndromic Obesity, Autosomal Recessive
LEPR	Monogenic Non-Syndromic Obesity, Autosomal Recessive
LFNG	Autosomal recessive spondylocostal dysostosis
LHCGR	Precocious puberty
LHFPL5	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
LHFPL5	Nonsyndromic hearing loss and deafness
LHFPL5	Hereditary hearing loss and deafness
LHX3	Pituitary hormone deficiency, combined
LHX4	Pituitary hormone deficiency, combined
LIPE	Familial partial lipodystrophy
LIPN	Congenital ichthyosis of skin
LITAF	Charcot-Marie-Tooth disease, type I
LITAF	Charcot-Marie-Tooth disease
LMBRD1	Disorders of Intracellular Cobalamin Metabolism
LMNA	Familial dilated cardiomyopathy
LMNA	Cardiomyopathy
LMNA	Cardiomyopathy
LMNA	Emery-Dreifuss muscular dystrophy
LMNA	Familial partial lipodystrophy
LMX1A	Nonsyndromic hearing loss and deafness
LMX1A	Autosomal dominant non-syndromic sensorineural deafness type DFNA
LMX1A	Hereditary hearing loss and deafness
LOX	Familial thoracic aortic aneurysm and aortic dissection
LOX	Familial thoracic aortic aneurysm and aortic dissection
LOXHD1	Hereditary hearing loss and deafness
LOXHD1	Nonsyndromic hearing loss and deafness
LOXHD1	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
LPAR6	Wooly hair
LPL	Familial chylomicronemia syndrome
LPL	Hyperlipoproteinemia
LRAT	Leber congenital amaurosis
LRMDA	Oculocutaneous albinism
LRP4	Sclerosteosis
LRP5	Osteopetrosis, autosomal dominant
LRP5	Familial exudative vitreoretinopathy, autosomal dominant
LRP5	Familial exudative vitreoretinopathy, autosomal dominant
LRPPRC	Hereditary hearing loss and deafness
LRPPRC	Mitochondrial diseases
LRPPRC	Leigh syndrome
LRRC6	Primary ciliary dyskinesia
LRRK2	Parkinson disease
LRSAM1	Charcot-Marie-Tooth disease
LRSAM1	Charcot-Marie-Tooth disease, type 2
LRTOMT	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
LRTOMT	Nonsyndromic hearing loss and deafness
LRTOMT	Hereditary hearing loss and deafness
LTBP2	Weill-Marchesani syndrome
LYRM4	Combined oxidative phosphorylation deficiency
MAD1L1	Neoplasm of the genitourinary tract
MAGED2	Antenatal Bartter Syndrome
MAGED2	Bartter syndrome
MAK	Retinitis pigmentosa
MAP2K1	Rasopathy
MAP2K1	Rasopathy
MAP3K1	Pure gonadal dysgenesis 46,XY
MAP3K8	Neoplasm of lung
MAPT	Parkinson disease
MARS1	Charcot-Marie-Tooth disease
MARS1	Infantile liver failure syndrome
MARS2	Combined oxidative phosphorylation deficiency
MARVELD2	Hereditary hearing loss and deafness
MARVELD2	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MARVELD2	Nonsyndromic hearing loss and deafness
MC1R	Malignant melanoma of skin
MC1R	Cutaneous melanoma
MC1R	Hereditary cutaneous melanoma
MC1R	Oculocutaneous albinism
MCCC1	Disorder of organic acid metabolism
MCCC1	Methylcrotonyl-CoA carboxylase deficiency
MCCC2	Methylcrotonyl-CoA carboxylase deficiency
MCCC2	Disorder of organic acid metabolism
MCEE	Disorder of organic acid metabolism
MCEE	Methylmalonic acidemia
MCOLN1	Ashkenazi Jewish disorders
MCPH1	Primary autosomal recessive microcephaly
MECP2	Autism spectrum disorder
MED13L	Transposition of the great arteries
MEOX1	Klippel Feil syndrome
MERTK	Retinitis pigmentosa
MESP2	Autosomal recessive spondylocostal dysostosis
MESP2	Autosomal recessive spondylocostal dysostosis
MET	Neoplasm of the genitourinary tract
MFAP5	Familial thoracic aortic aneurysm and aortic dissection
MFAP5	Familial thoracic aortic aneurysm and aortic dissection
MFN2	Charcot-Marie-Tooth disease, type 2A
MFN2	Charcot-Marie-Tooth disease, type 2
MFN2	Charcot-Marie-Tooth disease
MFSD2A	Primary autosomal recessive microcephaly
MFSD8	Neuronal ceroid lipofuscinosis
MGAT2	Congenital disorder of glycosylation
MGME1	Mitochondrial diseases
MGME1	Mitochondrial DNA Deletion Syndromes
MGME1	Hereditary hearing loss and deafness
MICOS13	Combined oxidative phosphorylation deficiency
MIPEP	Combined oxidative phosphorylation deficiency
MIR96	Hereditary hearing loss and deafness
MIR96	Nonsyndromic hearing loss and deafness
MIR96	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MITF	Hereditary cutaneous melanoma
MITF	Waardenburg syndrome type 2
MITF	Malignant melanoma of skin
MITF	Cutaneous melanoma
MITF	Hereditary hearing loss and deafness
MKS1	Bardet-Biedl syndrome
MKS1	Meckel-Gruber syndrome
MLH1	Lynch syndrome
MLH1	Lynch syndrome
MLH1	Lynch syndrome
MLH1	Familial adenomatous polyposis 1
MLH1	COLORECTAL CANCER
MLH1	COLORECTAL CANCER
MLH1	COLORECTAL CANCER
MLH1	COLORECTAL CANCER
MLH1	Carcinoma of colon
MLH1	Carcinoma of colon
MLH1	Carcinoma of colon
MLH1	COLORECTAL CANCER
MLH1	Carcinoma of colon
MLH1	Carcinoma of colon
MLH3	Carcinoma of colon
MLH3	COLORECTAL CANCER
MLH3	Lynch syndrome
MMAA	Disorder of organic acid metabolism
MMAA	Methylmalonic acidemia
MMAB	Methylmalonic acidemia
MMAB	Disorder of organic acid metabolism
MMACHC	Disorder of organic acid metabolism
MMACHC	Disorders of Intracellular Cobalamin Metabolism
MMADHC	Disorders of Intracellular Cobalamin Metabolism
MMADHC	Methylmalonic acidemia
MMADHC	Disorder of organic acid metabolism
MME	Charcot-Marie-Tooth disease
MMUT	Methylmalonic acidemia
MMUT	Disorder of organic acid metabolism
MOCOS	Hereditary xanthinuria
MOCS1	Combined molybdoflavoprotein enzyme deficiency
MOCS2	Combined molybdoflavoprotein enzyme deficiency
MOGS	Congenital disorder of glycosylation
MPDU1	Congenital disorder of glycosylation
MPDZ	Congenital hydrocephalus
MPDZ	Hydrocephalus
MPI	Congenital disorder of glycosylation
MPV17	Mitochondrial diseases
MPV17	Mitochondrial DNA depletion syndrome, hepatocerebral form
MPV17	Mitochondrial DNA Deletion Syndromes
MPV17	Hereditary hearing loss and deafness
MPZ	Charcot-Marie-Tooth disease
MPZ	Charcot-Marie-Tooth disease
MPZ	Charcot-Marie-Tooth disease
MPZ	Charcot-Marie-Tooth disease
MPZ	Charcot-Marie-Tooth disease type 4
MPZ	Congenital hypomyelinating neuropathy
MPZ	Charcot-Marie-Tooth disease, type I
MPZ	Charcot-Marie-Tooth disease, type 2
MPZ	Charcot-Marie-Tooth disease, type 2
MRPL3	Combined oxidative phosphorylation deficiency
MRPL44	Combined oxidative phosphorylation deficiency
MRPS16	Combined oxidative phosphorylation deficiency
MRPS2	Combined oxidative phosphorylation deficiency
MRPS22	Combined oxidative phosphorylation deficiency
MRPS34	Combined oxidative phosphorylation deficiency
MRPS7	Combined oxidative phosphorylation deficiency
MSH2	COLORECTAL CANCER
MSH2	COLORECTAL CANCER
MSH2	COLORECTAL CANCER
MSH2	COLORECTAL CANCER
MSH2	Lynch syndrome
MSH2	Lynch syndrome
MSH2	Lynch syndrome
MSH2	Familial adenomatous polyposis 1
MSH2	Carcinoma of colon
MSH2	Carcinoma of colon
MSH2	COLORECTAL CANCER
MSH2	Carcinoma of colon
MSH2	Carcinoma of colon
MSH2	Carcinoma of colon
MSH6	Carcinoma of colon
MSH6	Carcinoma of colon
MSH6	COLORECTAL CANCER
MSH6	Carcinoma of colon
MSH6	Carcinoma of colon
MSH6	Familial adenomatous polyposis 1
MSH6	Lynch syndrome
MSH6	Lynch syndrome
MSH6	COLORECTAL CANCER
MSH6	COLORECTAL CANCER
MSH6	COLORECTAL CANCER
MSRB3	Hereditary hearing loss and deafness
MSRB3	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MSRB3	Nonsyndromic hearing loss and deafness
MSX1	Orofacial cleft
MSX2	Enlarged parietal foramina
MSX2	Craniosynostosis syndrome
MT-ATP6	Mitochondrial diseases
MT-ATP6	Hereditary hearing loss and deafness
MT-ATP6	Retinitis pigmentosa
MT-CO1	Mitochondrial diseases
MT-CO1	Nonsyndromic hearing loss and deafness
MT-CO3	Retinitis pigmentosa
MT-ND1	Retinitis pigmentosa
MT-ND1	Hereditary hearing loss and deafness
MT-ND2	Retinitis pigmentosa
MT-ND3	Retinitis pigmentosa
MT-ND4	Retinitis pigmentosa
MT-ND4	Hereditary hearing loss and deafness
MT-ND5	Hereditary hearing loss and deafness
MT-ND5	Retinitis pigmentosa
MT-ND6	Retinitis pigmentosa
MT-ND6	Hereditary hearing loss and deafness
MT-RNR1	Nonsyndromic hearing loss and deafness
MT-RNR1	Aminoglycoside response
MT-RNR1	Aminoglycoside response
MT-RNR1	Aminoglycoside response
MT-RNR1	Mitochondrial diseases
MT-TA	Hereditary hearing loss and deafness
MT-TC	Hereditary hearing loss and deafness
MT-TD	Hereditary hearing loss and deafness
MT-TF	Hereditary hearing loss and deafness
MT-TH	Hereditary hearing loss and deafness
MT-TI	Retinitis pigmentosa
MT-TK	Retinitis pigmentosa
MT-TK	Hereditary hearing loss and deafness
MT-TL1	Hereditary hearing loss and deafness
MT-TL1	Retinitis pigmentosa
MT-TL2	Retinitis pigmentosa
MT-TL2	Hereditary hearing loss and deafness
MT-TM	Hereditary hearing loss and deafness
MT-TN	Hereditary hearing loss and deafness
MT-TN	Mitochondrial diseases
MT-TQ	Hereditary hearing loss and deafness
MT-TR	Hereditary hearing loss and deafness
MT-TS1	Nonsyndromic hearing loss and deafness
MT-TS2	Hereditary hearing loss and deafness
MT-TT	Hereditary hearing loss and deafness
MT-TT	Parkinson disease
MT-TV	Hereditary hearing loss and deafness
MT-TV	Retinitis pigmentosa
MT-TW	Retinitis pigmentosa
MT-TW	Hereditary hearing loss and deafness
MT-TY	Hereditary hearing loss and deafness
MTFMT	Combined oxidative phosphorylation deficiency
MTM1	Centronuclear myopathy
MTMR14	Centronuclear myopathy
MTMR2	Charcot-Marie-Tooth disease type 4
MTMR2	Charcot-Marie-Tooth disease
MTO1	Combined oxidative phosphorylation deficiency
MTR	Disorders of Intracellular Cobalamin Metabolism
MTRR	Disorders of Intracellular Cobalamin Metabolism
MUTYH	COLORECTAL CANCER
MUTYH	Carcinoma of colon
MXI1	Neoplasm of the genitourinary tract
MYBPC1	Digitotalar dysmorphism
MYBPC1	Distal arthrogryposis
MYBPC3	Primary familial hypertrophic cardiomyopathy
MYBPC3	Cardiomyopathy
MYBPC3	Cardiomyopathy
MYH11	Familial thoracic aortic aneurysm and aortic dissection
MYH11	Familial thoracic aortic aneurysm and aortic dissection
MYH14	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MYH14	Nonsyndromic hearing loss and deafness
MYH14	Hereditary hearing loss and deafness
MYH3	Distal arthrogryposis
MYH6	Caveolinopathy
MYH6	Atrial septal defect
MYH6	Atrial septal defect
MYH6	Cardiomyopathy
MYH6	Primary familial hypertrophic cardiomyopathy
MYH6	Primary familial hypertrophic cardiomyopathy
MYH6	Cardiomyopathy
MYH6	Limb-girdle muscular dystrophy autosomal dominant
MYH6	Cardiomyopathy
MYH6	Cardiomyopathy
MYH6	Limb-girdle muscular dystrophy
MYH6	Limb-girdle muscular dystrophy
MYH6	Familial dilated cardiomyopathy
MYH7	Familial dilated cardiomyopathy
MYH7	Limb-girdle muscular dystrophy
MYH7	Limb-girdle muscular dystrophy
MYH7	Cardiomyopathy
MYH7	Limb-girdle muscular dystrophy autosomal dominant
MYH7	Primary dilated cardiomyopathy
MYH7	Cardiomyopathy
MYH7	Primary familial hypertrophic cardiomyopathy
MYH7	Hyaline body myopathy
MYH7	Hyaline body myopathy
MYH7	Caveolinopathy
MYH8	Distal arthrogryposis
MYH9	Nonsyndromic hearing loss and deafness
MYH9	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MYH9	Hereditary hearing loss and deafness
MYL2	Cardiomyopathy
MYL2	Primary familial hypertrophic cardiomyopathy
MYL3	Primary familial hypertrophic cardiomyopathy
MYL3	Cardiomyopathy
MYLK	Familial thoracic aortic aneurysm and aortic dissection
MYLK	Familial thoracic aortic aneurysm and aortic dissection
MYLK2	Caveolinopathy
MYLK2	Cardiomyopathy
MYLK2	Limb-girdle muscular dystrophy
MYLK2	Limb-girdle muscular dystrophy
MYLK2	Primary familial hypertrophic cardiomyopathy
MYLK2	Limb-girdle muscular dystrophy autosomal dominant
MYO15A	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MYO15A	Nonsyndromic hearing loss and deafness
MYO15A	Hereditary hearing loss and deafness
MYO3A	Hereditary hearing loss and deafness
MYO3A	Nonsyndromic hearing loss and deafness
MYO3A	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MYO6	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MYO6	Nonsyndromic hearing loss and deafness
MYO6	Nonsyndromic hearing loss and deafness
MYO6	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MYO6	Hereditary hearing loss and deafness
MYO6	Hereditary hearing loss and deafness
MYO7A	Hereditary hearing loss and deafness
MYO7A	Hereditary hearing loss and deafness
MYO7A	Hereditary hearing loss and deafness
MYO7A	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MYO7A	Nonsyndromic hearing loss and deafness
MYO7A	Nonsyndromic hearing loss and deafness
MYO7A	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MYO9B	Celiac disease
MYO9B	Celiac disease
MYOC	Glaucoma
MYOT	Limb-girdle muscular dystrophy
MYOT	Limb-girdle muscular dystrophy
MYOT	Limb-girdle muscular dystrophy autosomal dominant
MYOT	Myofibrillar myopathy
MYOZ2	Primary familial hypertrophic cardiomyopathy
MYOZ2	Cardiomyopathy
NAGLU	Sanfilippo syndrome
NAGS	Disorder of the urea cycle metabolism
NARS2	Combined oxidative phosphorylation deficiency
