gene,text
,Cutaneous melanoma
,Hereditary hearing loss and deafness
,Bardet-Biedl syndrome
,Meckel-Gruber syndrome
,Lynch syndrome
,Lynch syndrome
,Lynch syndrome
,Familial adenomatous polyposis 1
,COLORECTAL CANCER
,COLORECTAL CANCER
,COLORECTAL CANCER
,COLORECTAL CANCER
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,COLORECTAL CANCER
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,COLORECTAL CANCER
,Lynch syndrome
,Disorder of organic acid metabolism
,Methylmalonic acidemia
,Methylmalonic acidemia
,Disorder of organic acid metabolism
,Disorder of organic acid metabolism
,Disorders of Intracellular Cobalamin Metabolism
,Disorders of Intracellular Cobalamin Metabolism
,Methylmalonic acidemia
,Disorder of organic acid metabolism
,Charcot-Marie-Tooth disease
,Methylmalonic acidemia
,Disorder of organic acid metabolism
,Hereditary xanthinuria
,Combined molybdoflavoprotein enzyme deficiency
,Combined molybdoflavoprotein enzyme deficiency
,Congenital disorder of glycosylation
,Congenital disorder of glycosylation
,Congenital hydrocephalus
,Hydrocephalus
,Congenital disorder of glycosylation
,Mitochondrial diseases
,"Mitochondrial DNA depletion syndrome, hepatocerebral form"
,Mitochondrial DNA Deletion Syndromes
,Hereditary hearing loss and deafness
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease type 4
,Congenital hypomyelinating neuropathy
,"Charcot-Marie-Tooth disease, type I"
,"Charcot-Marie-Tooth disease, type 2"
,"Charcot-Marie-Tooth disease, type 2"
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,COLORECTAL CANCER
,COLORECTAL CANCER
,COLORECTAL CANCER
,COLORECTAL CANCER
,Lynch syndrome
,Lynch syndrome
,Lynch syndrome
,Familial adenomatous polyposis 1
,Carcinoma of colon
,Carcinoma of colon
,COLORECTAL CANCER
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,COLORECTAL CANCER
,Carcinoma of colon
,Carcinoma of colon
,Familial adenomatous polyposis 1
,Lynch syndrome
,Lynch syndrome
,COLORECTAL CANCER
,COLORECTAL CANCER
,COLORECTAL CANCER
,Hereditary hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Orofacial cleft
,Enlarged parietal foramina
,Craniosynostosis syndrome
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Mitochondrial diseases
,Nonsyndromic hearing loss and deafness
,Retinitis pigmentosa
,Retinitis pigmentosa
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Retinitis pigmentosa
,Retinitis pigmentosa
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Retinitis pigmentosa
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Aminoglycoside response
,Aminoglycoside response
,Aminoglycoside response
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Retinitis pigmentosa
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Retinitis pigmentosa
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Parkinson disease
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Retinitis pigmentosa
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Combined oxidative phosphorylation deficiency
,Centronuclear myopathy
,Centronuclear myopathy
,Charcot-Marie-Tooth disease type 4
,Charcot-Marie-Tooth disease
,Combined oxidative phosphorylation deficiency
,Disorders of Intracellular Cobalamin Metabolism
,Disorders of Intracellular Cobalamin Metabolism
,COLORECTAL CANCER
,Carcinoma of colon
,Neoplasm of the genitourinary tract
,Digitotalar dysmorphism
,Distal arthrogryposis
,Primary familial hypertrophic cardiomyopathy
,Cardiomyopathy
,Cardiomyopathy
,Familial thoracic aortic aneurysm and aortic dissection
,Familial thoracic aortic aneurysm and aortic dissection
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Distal arthrogryposis
,Caveolinopathy
,Atrial septal defect
,Atrial septal defect
,Cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Cardiomyopathy
,Limb-girdle muscular dystrophy autosomal dominant
,Cardiomyopathy
,Cardiomyopathy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Familial dilated cardiomyopathy
,Familial dilated cardiomyopathy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Cardiomyopathy
,Limb-girdle muscular dystrophy autosomal dominant
,Primary dilated cardiomyopathy
,Cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Hyaline body myopathy
,Hyaline body myopathy
,Caveolinopathy
,Distal arthrogryposis
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Hereditary hearing loss and deafness
,Cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Cardiomyopathy
,Familial thoracic aortic aneurysm and aortic dissection
,Familial thoracic aortic aneurysm and aortic dissection
,Caveolinopathy
,Cardiomyopathy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Primary familial hypertrophic cardiomyopathy
,Limb-girdle muscular dystrophy autosomal dominant
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Celiac disease
,Celiac disease
,Glaucoma
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy autosomal dominant
,Myofibrillar myopathy
,Primary familial hypertrophic cardiomyopathy
,Cardiomyopathy
,Sanfilippo syndrome
,Disorder of the urea cycle metabolism
,Combined oxidative phosphorylation deficiency
,Chronic granulomatous disease
,Chronic granulomatous disease
,Chronic granulomatous disease
,Charcot-Marie-Tooth disease type 4
,Charcot-Marie-Tooth disease
,Nemaline myopathy
,Amyotrophic lateral sclerosis
,Amyotrophic lateral sclerosis
,"Charcot-Marie-Tooth disease, type 2"
,"Charcot-Marie-Tooth disease, type I"
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Retinitis pigmentosa
,Nephronophthisis
,Nephronophthisis
,Sialidosis
,Cardiomyopathy
,Cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Familial dilated cardiomyopathy
,Cardiomyopathy
,Rasopathy
,Rasopathy
,Hereditary hearing loss and deafness
,Congenital disorder of glycosylation
,Progressive myoclonus epilepsy
,Dyskeratosis congenita
,Dyskeratosis congenita
,Congenital ichthyosis of skin
,De Lange syndrome
,Asperger's disease
,Autism spectrum disorder
,Autism spectrum disorder
,Autism spectrum disorder
,Asperger's disease
,Primary ciliary dyskinesia
,Leber congenital amaurosis
,Premature ovarian failure
,Dyskeratosis congenita
,Arteriohepatic dysplasia
,Infantile myofibromatosis
,"Niemann-Pick disease, type C"
,Sphingomyelin/cholesterol lipidosis
,Sphingomyelin/cholesterol lipidosis
,"Niemann-Pick disease, type C"
,Joubert syndrome
,Renal dysplasia and retinal aplasia
,Nephronophthisis
,Nephronophthisis
,Nephronophthisis
,Nephronophthisis
,Meckel-Gruber syndrome
,Nephronophthisis
,Nephronophthisis
,Renal dysplasia and retinal aplasia
,Hereditary nephrotic syndrome
,"Hereditary Nephrotic Syndromes, Autosomal Recessive"
,"Hereditary Nephrotic Syndromes, Autosomal Recessive"
,Hereditary nephrotic syndrome
,Atrial standstill
,Neoplasm of the breast
,"Pure gonadal dysgenesis 46,XY"
,Retinitis pigmentosa
,Parkinson disease
,"Pure gonadal dysgenesis 46,XY"
,Premature ovarian failure
,Rasopathy
,Autoimmune lymphoproliferative syndrome
,Noonan syndrome
,Schizophrenia
,Retinitis pigmentosa
,Schizophrenia
,Glaucoma
,Thiopurine methyltransferase deficiency
,Thiopurine methyltransferase deficiency
,"Congenital stationary night blindness, X-linked"
,Congenital stationary night blindness
,Three M syndrome
,Oculocutaneous albinism
,Dent's disease
,Joubert syndrome
,Neoplasm of the genitourinary tract
,Red-green color vision defects
,Red-green color vision defects
,Glaucoma
,Galloway-Mowat syndrome
,Disorder of the urea cycle metabolism
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,"Pituitary hormone deficiency, combined"
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Osteogenesis imperfecta
,Lissencephaly
,Malformation of cortical development
,Lissencephaly
,Disorder of amino acid metabolism
,Fanconi anemia
,Fanconi anemia
,Neoplasm of the breast
,Neoplasm of the breast
,Neurodegeneration with brain iron accumulation
,Parkinson disease
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Congenital hypothyroidism
,Hereditary hearing loss and deafness
,Leigh syndrome
,Mitochondrial diseases
,Retinitis pigmentosa
,Disorder of organic acid metabolism
,Disorder of organic acid metabolism
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Usher syndrome type 1
,Usher syndrome type 1
,Pontoneocerebellar hypoplasia
,"Monogenic Non-Syndromic Obesity, Autosomal Recessive"
,Familial hypercholesterolemia
,Systemic lupus erythematosus
,Cerebral cavernous malformation
,Autosomal dominant striatal neurodegeneration
,Primary pigmented nodular adrenocortical disease
,Retinitis pigmentosa
,Retinitis pigmentosa
,Primary pigmented nodular adrenocortical disease
,Autosomal dominant striatal neurodegeneration
,Infantile myofibromatosis
,Leigh syndrome
,Mitochondrial diseases
,Pyruvate dehydrogenase complex deficiency
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Pyruvate dehydrogenase complex deficiency
,Mitochondrial diseases
,Leigh syndrome
,Leigh syndrome
,Mitochondrial diseases
,Pyruvate dehydrogenase complex deficiency
,Hereditary hearing loss and deafness
,Neonatal diabetes mellitus
,Neonatal diabetes mellitus
,Usher syndrome type 2
,Usher syndrome type 2
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Mitochondrial diseases
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Hereditary hearing loss and deafness
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Hereditary hearing loss and deafness
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Hereditary hearing loss and deafness
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Peroxisome biogenesis disorders
,Hereditary hearing loss and deafness
,"Peroxisome biogenesis disorders, Zellweger syndrome spectrum"
,Rhizomelic chondrodysplasia punctata
,Glycogen storage disease
,Glycogen storage disease
,Hyperphosphatasia-intellectual disability syndrome
,Hyperphosphatasia-intellectual disability syndrome
,Glycogen storage disease
,Neoplasm of the breast
,Primary autosomal recessive microcephaly
,Glycogen phosphorylase kinase deficiency
,Glycogen storage disease
,Glycogen storage disease
,Glycogen phosphorylase kinase deficiency
,Glycogen phosphorylase kinase deficiency
,Glycogen storage disease
,Glycogen storage disease
,Glycogen phosphorylase kinase deficiency
,Congenital fibrosis of the extraocular muscles
,Neuroblastoma
,Distal arthrogryposis
,Distal arthrogryposis
,Hyperphosphatasia-intellectual disability syndrome
,Hyperphosphatasia-intellectual disability syndrome
,Hyperphosphatasia-intellectual disability syndrome
,Hyperphosphatasia-intellectual disability syndrome
,Neoplasm of the breast
,Neoplasm of lung
,Neoplasm of the genitourinary tract
,Parkinson disease 6
,Parkinson disease
,Parkinson disease
,Rieger syndrome
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Hereditary hearing loss and deafness
,"Polycystic kidney disease, autosomal dominant"
,"Polycystic kidney disease, autosomal dominant"
,Arrhythmogenic right ventricular cardiomyopathy
,Cardiomyopathy
,Neurodegeneration with brain iron accumulation
,Neurodegeneration with brain iron accumulation
,Parkinson disease
,Auriculocondylar syndrome
,"Limb-girdle muscular dystrophy, autosomal recessive"
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Familial partial lipodystrophy
,Cardiomyopathy
,Familial dilated cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Cardiomyopathy
,Cardiomyopathy
,Congenital disorder of glycosylation
,Charcot-Marie-Tooth disease type 4
,"Charcot-Marie-Tooth disease, type I"
,"Charcot-Marie-Tooth disease, type I"
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,COLORECTAL CANCER
,Lynch syndrome
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,Carcinoma of colon
,COLORECTAL CANCER
,Lynch syndrome
